Author,Location,Date,Comments,Rating
Hugh,"Greenville, NC","Reviewed Jan. 27, 2021",Refinance of existing mortgage loan. Worked with Christopher ** from Quicken Loans and he was extremely helpful and knowledgeable. Everything was processed in a timely manner and projected dates were met as far as the closing. Great overall experience. I would definitely recommend Quicken Loans for mortgage financing or for refinancing. The process was painless and easy.,5
Massimo,"Drums, PA","Reviewed Jan. 27, 2021","Great deal, answer 24/24h, fast, just try it, low% rate, online mortgage, online app, very simple to apply, friendly people explain to you how it work, everything they tell you will be the true when you will go through the mortgage process.",5
Stephanie,"Dallas, TX","Reviewed Jan. 26, 2021","My home buying experience was made infinitely easier with Rocket Mortgage. Information was delivered in a timely manner and with excellent detail and explanation. My questions and emails were responded to promptly and everyone I dealt with was incredible, personable and cared about closing on my home successfully.",5
Felix,"Takoma Park, MD","Reviewed Jan. 26, 2021",The entire refinancing experience was quick and seamless. The agents assigned to process my application were exceedingly helpful and informative. The closing process was very simple and sensitive to the extraordinary health concerns and restrictions we currently face. We were particularly pleased with the convenience of the amount of actions we could take from our home from the initial submission of our application to the final closing and the convenience of the guidance and advice we were able to obtain throughout the process.,5
Neil,"Virginia Beach, VA","Reviewed Jan. 26, 2021",Everything was going great. The only complaint I have is that the appraisal fee was supposed to be waived. During closing scheduling it was found it was not credited back to us. I was told it would delay closing by several days. We could not wait. I was the told it would be requested that a check be mailed to us with the refund. That would be great but I can no longer get an update on that. Very frustrating!,4
Linda,"Fort Mill, SC","Reviewed Jan. 25, 2021","Once I got the hang of doing everything digitally, it was a piece of cake. Snapping a photo of documents and sending them to a central account was quick. Downloading documents from accounts on line was simple. The dashboard of the loan site has everything I will need in one well organized location using one password and it will save me time in the future. You are the ""Chic-Filet-A"" of mortgages!",5
Cindy,"Grants Pass, OR","Reviewed Jan. 23, 2021","This is the second time we've turned to Quicken Loans to refinance our mortgage. Both experiences were effortless. While our bank of twenty years stalled and stalled for 7 months, constantly requiring new financial data and explanations of deposits as the old information was always, conveniently outdated, Kenny in Arizona, after a mere hour phone call, assured us we could close in a matter of weeks despite two federal holidays in the middle of the time frame. We applied with our bank in June. Crickets throughout the year. We applied with Kenny and Quicken Dec. 22 and signed Jan. 7th! That's top notch in my book! Thank you Rocket Mortgage! You were in warp speed on this one!More",5
Ravi,"Phoenix, AZ","Reviewed Jan. 23, 2021","Process was very slick, streamlined & easy. Mostly online and regular follow up. Customer Service was superb & closing process was very painless. I found the costs to be higher than other mortgage lenders. Too many ""add ons"" in the closing costs though they were appropriately disclosed to me. I didn't have the time to shop around and would suggest you compare with others around the closing costs. You may save a few thousand.",5
Manuel,"Lake Worth, FL","Reviewed Jan. 23, 2021","When I decided to get a refinance for my home, Mr. ** made the process as clear and easy as possible. After the typical time needed to fill out all the main information, the rest was fairly easy and quick to complete. Your website was clear and easy to follow from my home computer or mobile phone. I would definitely recommend you all to my friends. Thanks!",5
Frank,"Corona, CA","Reviewed Jan. 22, 2021","When I first applied I spoke with somebody and their communication wasn't the best. They took a long time to respond and my questions weren't clearly answered. So I decided to shop around a little bit and was ready to move forward with another lender and then rates were beginning to dip so I thought I would reach out once more to Quicken. This time I was greeted by Dimitry and she was much more pleasant and helpful. She was able to get me a lower rate that I was originally quoted and she was able to get our PMI removed. She was also able to get all of our closing costs put into the loan so we didn't have to come out of pocket at all. After that, it seemed as the process just flew by and our loan was closed. At the end of it all we got a great rate and lowered our payment significantly.",4
